spatial_reference_id,reference_type,topology_status,reciprocal_link_count,missing_direction_count,finding_count,detail
NG-SCELL-000825,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000826,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000827,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000828,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000829,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000830,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000831,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000832,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000833,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000834,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000835,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000836,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000837,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000838,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000839,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000840,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000841,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000842,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000843,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000844,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000845,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000846,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000847,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000848,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000849,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000850,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000851,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000852,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000853,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000854,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-000855,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000856,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000857,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000858,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000859,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000860,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000861,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000862,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000863,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000864,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000865,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000866,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000867,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000868,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000869,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000870,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000871,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000872,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000873,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000874,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000875,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000876,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000877,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000878,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000879,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000880,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000881,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000882,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000883,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000884,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000885,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000886,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000887,REFERENCE_CELL,PASS,0,8,0,
NG-SCELL-000888,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000889,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000890,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000891,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000892,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000893,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000894,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000895,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000896,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000897,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000898,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000899,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000900,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000901,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000902,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000903,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000904,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000905,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000906,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000907,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000908,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000909,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000910,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000911,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000912,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000913,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000914,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000915,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000916,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000917,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000918,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000919,REFERENCE_CELL,PASS,3,5,0,
NG-SCELL-000920,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000921,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000922,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000923,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000924,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000925,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000926,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000927,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000928,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000929,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000930,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000931,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000932,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000933,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000934,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000935,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000936,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000937,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000938,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000939,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000940,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000941,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000942,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000943,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000944,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000945,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000946,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000947,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000948,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000949,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-000950,REFERENCE_CELL,PASS,1,7,0,
NG-SCELL-000951,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-000952,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000953,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000954,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000955,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000956,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000957,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000958,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000959,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000960,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000961,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000962,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000963,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000964,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000965,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000966,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000967,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000968,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000969,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000970,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000971,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000972,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000973,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000974,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000975,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000976,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000977,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-000978,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000979,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-000980,REFERENCE_CELL,PASS,1,7,0,
NG-SCELL-000981,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-000982,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000983,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000984,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000985,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000986,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000987,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000988,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000989,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000990,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000991,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000992,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000993,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000994,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000995,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000996,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000997,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000998,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-000999,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001000,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001001,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001002,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001003,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001004,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001005,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001006,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-001007,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001008,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001009,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001010,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001011,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001012,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001013,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001014,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001015,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001016,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001017,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001018,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001019,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001020,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001021,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001022,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001023,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001024,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001025,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001026,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001027,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001028,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001029,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001030,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001031,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-001032,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-001033,REFERENCE_CELL,PASS,3,5,0,
NG-SCELL-001034,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-001035,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-001036,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001037,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001038,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001039,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001040,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001041,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001042,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001043,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001044,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001045,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001046,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001047,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001048,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001049,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001050,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001051,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001052,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001053,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001054,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001055,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-001056,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-001057,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-001058,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-001059,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-001060,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-001061,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001062,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001063,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001064,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001065,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001066,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001067,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001068,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001069,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001070,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001071,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001072,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001073,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001074,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001075,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001076,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-001077,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-001078,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-001079,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-001080,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001081,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001082,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-001083,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-001084,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001085,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001086,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001087,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001088,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001089,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001090,REFERENCE_CELL,PASS,8,0,0,
NG-SCELL-001091,REFERENCE_CELL,PASS,7,1,0,
NG-SCELL-001092,REFERENCE_CELL,PASS,6,2,0,
NG-SCELL-001093,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001094,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001095,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-001096,REFERENCE_CELL,PASS,4,4,0,
NG-SCELL-001097,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001098,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001099,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001100,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001101,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001102,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001103,REFERENCE_CELL,PASS,5,3,0,
NG-SCELL-001104,REFERENCE_CELL,PASS,4,4,0,
